Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z2.6.A.01,2018,BOTH,14.534,5.0,69632.204007,6.78,-2.11,28.824
Z2.6.A.01,2018,FEMALE,6.177,1.0,34912.632142,6.18,-2.31,20.429
Z2.6.A.01,2018,MALE,23.758,4.0,34719.571865,12.69,-1.2,39.03
Z2.6.A.01,2019,BOTH,36.392,14.0,71434.344104,10.26,0.7,29.181
Z2.6.A.01,2019,FEMALE,22.456,5.0,35842.959749,10.4,0.05,21.923
Z2.6.A.01,2019,MALE,63.977,9.0,35591.384355,24.17,1.07,38.16
Z2.6.A.01,2020,BOTH,33.028,13.0,73637.823869,9.55,0.66,26.747
Z2.6.A.01,2020,FEMALE,17.594,4.0,36984.35244,9.04,0.01,17.548
Z2.6.A.01,2020,MALE,52.149,9.0,36653.471429,18.74,0.76,37.939
Z2.6.B.02,2004,BOTH,24.533,1.0,8359.8773531,24.53,0.02,24.141
Z2.6.B.02,2004,FEMALE,0.0,0.0,4126.005039,48.43,-0.36,17.354
Z2.6.B.02,2004,MALE,48.567,1.0,4233.8723141,48.57,0.3,33.816
Z2.6.B.02,2005,BOTH,21.129,1.0,9661.9470492,21.13,-0.18,24.936
Z2.6.B.02,2005,FEMALE,0.0,0.0,4797.9205648,41.65,-0.4,16.865
Z2.6.B.02,2005,MALE,39.744,1.0,4864.0264844,39.74,0.1,35.595
Z2.6.B.02,2006,BOTH,67.127,3.0,11235.26978,41.66,1.03,24.209
Z2.6.B.02,2006,FEMALE,39.567,1.0,5538.2090483,39.57,0.52,18.961
Z2.6.B.02,2006,MALE,108.13,2.0,5697.0607317,89.85,0.85,31.565
Z2.6.B.02,2007,BOTH,23.457,2.0,12796.297146,17.91,-0.07,24.627
Z2.6.B.02,2007,FEMALE,13.895,1.0,6315.557666,13.89,-0.32,18.289
Z2.6.B.02,2007,MALE,36.274,1.0,6480.7394798,36.27,0.09,33.082
Z2.6.B.02,2008,BOTH,48.209,3.0,14517.440541,28.79,0.9,22.229
Z2.6.B.02,2008,FEMALE,22.001,1.0,7150.1660183,22.0,0.28,15.812
Z2.6.B.02,2008,MALE,100.397,2.0,7367.2745229,71.42,0.98,30.599
Z2.6.B.02,2009,BOTH,63.922,5.0,15723.098719,30.0,1.29,25.195
Z2.6.B.02,2009,FEMALE,53.11,2.0,7735.5587215,37.67,0.91,18.837
Z2.6.B.02,2009,MALE,73.237,3.0,7987.5399974,47.7,0.83,33.61
Z2.6.B.02,2010,BOTH,46.4,4.0,16480.032386,23.49,0.9,25.232
Z2.6.B.02,2010,FEMALE,74.717,3.0,8138.3992446,43.14,1.33,17.428
Z2.6.B.02,2010,MALE,16.684,1.0,8341.6331419,16.68,-1.12,35.286
Z2.6.B.02,2011,BOTH,47.243,4.0,17079.184299,23.68,0.92,25.488
Z2.6.B.02,2011,FEMALE,0.0,0.0,8424.4012016,23.73,-0.78,18.587
Z2.6.B.02,2011,MALE,97.836,4.0,8654.7830977,49.12,1.3,34.139
Z2.6.B.02,2012,BOTH,43.926,4.0,17738.748,22.07,0.9,24.154
Z2.6.B.02,2012,FEMALE,37.975,2.0,8768.0376373,26.88,0.75,17.935
Z2.6.B.02,2012,MALE,46.462,2.0,8970.710363,33.54,0.43,31.937
Z2.6.B.02,2013,BOTH,0.0,0.0,18476.668263,10.82,-2.13,23.005
Z2.6.B.02,2013,FEMALE,0.0,0.0,9147.202514,21.86,-0.76,16.695
Z2.6.B.02,2013,MALE,0.0,0.0,9329.465749,21.43,-1.44,30.956
Z2.6.B.02,2014,BOTH,14.67,2.0,19765.618765,10.81,-0.84,23.783
Z2.6.B.02,2014,FEMALE,0.0,0.0,9835.3010813,20.33,-0.84,17.13
Z2.6.B.02,2014,MALE,35.536,2.0,9930.3176835,27.32,0.12,32.318
Z2.6.B.02,2015,BOTH,6.845,1.0,20725.560922,6.84,-2.62,24.775
Z2.6.B.02,2015,FEMALE,0.0,0.0,10370.855956,19.28,-0.93,17.915
Z2.6.B.02,2015,MALE,13.19,1.0,10354.704966,13.19,-1.53,33.338
Z2.6.B.02,2016,BOTH,19.713,3.0,22058.340285,11.56,-0.86,29.627
Z2.6.B.02,2016,FEMALE,13.03,1.0,11099.414896,13.03,-0.62,21.156
Z2.6.B.02,2016,MALE,33.086,2.0,10958.925389,24.87,-0.3,40.467
Z2.6.B.02,2017,BOTH,21.994,4.0,22955.805105,11.41,-0.65,29.394
Z2.6.B.02,2017,FEMALE,9.595,1.0,11579.071065,9.59,-1.23,21.429
Z2.6.B.02,2017,MALE,40.816,3.0,11376.734039,25.53,0.05,39.596
Z2.6.B.02,2018,BOTH,24.534,4.0,23699.152665,12.59,-0.34,28.824
Z2.6.B.02,2018,FEMALE,8.647,1.0,11931.456195,8.65,-1.36,20.429
Z2.6.B.02,2018,MALE,42.932,3.0,11767.69647,25.49,0.15,39.03
Z2.6.B.02,2019,BOTH,43.437,9.0,24453.919089,14.61,0.98,29.181
Z2.6.B.02,2019,FEMALE,9.147,1.0,12306.879581,9.15,-1.4,21.923
Z2.6.B.02,2019,MALE,78.712,8.0,12147.039508,28.2,1.44,38.16
Z2.6.B.02,2020,BOTH,41.419,7.0,24983.679416,16.29,0.9,26.747
Z2.6.B.02,2020,FEMALE,37.83,3.0,12528.242508,21.96,0.92,17.548
Z2.6.B.02,2020,MALE,42.874,4.0,12455.436908,23.23,0.21,37.939
Z2.6.C.03,2004,BOTH,23.592,4.0,26020.174622,11.88,-0.05,24.141
Z2.6.C.03,2004,FEMALE,12.258,1.0,12688.670046,12.26,-0.42,17.354
Z2.6.C.03,2004,MALE,34.315,3.0,13331.504576,19.96,0.02,33.816
Z2.6.C.03,2005,BOTH,22.369,4.0,27074.329583,11.27,-0.23,24.936
Z2.6.C.03,2005,FEMALE,11.937,1.0,13165.128962,11.94,-0.41,16.865
Z2.6.C.03,2005,MALE,32.676,3.0,13909.200621,19.08,-0.15,35.595
Z2.6.C.03,2006,BOTH,14.202,3.0,28323.791459,8.5,-1.18,24.209
Z2.6.C.03,2006,FEMALE,17.5,2.0,13719.786553,13.13,-0.11,18.961
Z2.6.C.03,2006,MALE,11.082,1.0,14604.004906,11.08,-1.85,31.565
Z2.6.C.03,2007,BOTH,33.661,6.0,29431.29236,13.81,0.65,24.627
Z2.6.C.03,2007,FEMALE,22.559,2.0,14239.607587,15.95,0.27,18.289
Z2.6.C.03,2007,MALE,46.58,4.0,15191.684772,23.76,0.57,33.082
Z2.6.C.03,2008,BOTH,18.962,4.0,30818.945861,10.31,-0.32,22.229
Z2.6.C.03,2008,FEMALE,28.691,3.0,14931.201752,17.06,0.75,15.812
Z2.6.C.03,2008,MALE,6.167,1.0,15887.744109,6.17,-3.96,30.599
Z2.6.C.03,2009,BOTH,47.089,9.0,31521.78133,16.15,1.36,25.195
Z2.6.C.03,2009,FEMALE,74.753,7.0,15340.380543,28.4,1.97,18.837
Z2.6.C.03,2009,MALE,15.857,2.0,16181.400787,11.59,-1.53,33.61
Z2.6.C.03,2010,BOTH,15.257,3.0,31761.194335,8.88,-1.12,25.232
Z2.6.C.03,2010,FEMALE,8.907,1.0,15543.513629,8.91,-0.96,17.428
Z2.6.C.03,2010,MALE,22.831,2.0,16217.680706,16.45,-0.76,35.286
Z2.6.C.03,2011,BOTH,20.784,4.0,31983.544245,10.59,-0.44,25.488
Z2.6.C.03,2011,FEMALE,10.888,1.0,15713.866566,10.89,-0.71,18.587
Z2.6.C.03,2011,MALE,28.373,3.0,16269.677679,16.44,-0.35,34.139
Z2.6.C.03,2012,BOTH,21.077,5.0,32521.563089,9.55,-0.32,24.154
Z2.6.C.03,2012,FEMALE,0.0,0.0,16040.360576,12.47,-1.44,17.935
Z2.6.C.03,2012,MALE,42.958,5.0,16481.202514,19.52,0.56,31.937
Z2.6.C.03,2013,BOTH,3.679,1.0,33193.313115,3.68,-5.25,23.005
Z2.6.C.03,2013,FEMALE,0.0,0.0,16367.058858,12.22,-1.37,16.695
Z2.6.C.03,2013,MALE,7.372,1.0,16826.254257,7.37,-3.2,30.956
Z2.6.C.03,2014,BOTH,31.443,7.0,33954.135466,12.15,0.63,23.783
Z2.6.C.03,2014,FEMALE,41.051,5.0,16853.972141,18.51,1.29,17.13
Z2.6.C.03,2014,MALE,20.198,2.0,17100.163325,15.3,-0.79,32.318
Z2.6.C.03,2015,BOTH,17.043,5.0,34406.010198,7.63,-1.01,24.775
Z2.6.C.03,2015,FEMALE,21.711,3.0,17050.707669,12.55,0.3,17.915
Z2.6.C.03,2015,MALE,13.091,2.0,17355.30253,9.26,-2.19,33.338
Z2.6.C.03,2016,BOTH,39.076,10.0,34908.704059,12.58,0.75,29.627
Z2.6.C.03,2016,FEMALE,46.036,6.0,17312.284442,18.98,1.31,21.156
Z2.6.C.03,2016,MALE,29.408,4.0,17596.419617,15.05,-0.73,40.467
Z2.6.C.03,2017,BOTH,17.983,5.0,35164.785115,8.2,-1.39,29.394
Z2.6.C.03,2017,FEMALE,5.738,1.0,17406.566614,5.74,-2.73,21.429
Z2.6.C.03,2017,MALE,31.384,4.0,17758.218502,16.08,-0.51,39.596
Z2.6.C.03,2018,BOTH,29.13,8.0,35366.602448,10.41,0.03,28.824
Z2.6.C.03,2018,FEMALE,13.083,2.0,17496.460748,9.29,-0.79,20.429
Z2.6.C.03,2018,MALE,48.023,6.0,17870.141701,20.01,0.45,39.03
Z2.6.C.03,2019,BOTH,21.077,6.0,35518.143333,8.81,-0.92,29.181
Z2.6.C.03,2019,FEMALE,11.102,2.0,17672.507922,7.85,-1.38,21.923
Z2.6.C.03,2019,MALE,35.012,4.0,17845.63541,17.89,-0.18,38.16
Z2.6.C.03,2020,BOTH,25.519,8.0,35628.661534,9.22,-0.13,26.747
Z2.6.C.03,2020,FEMALE,13.074,2.0,17709.899902,9.35,-0.48,17.548
Z2.6.C.03,2020,MALE,38.546,6.0,17918.761632,16.19,0.04,37.939
Z2.6.C.04,2004,BOTH,0.0,0.0,7406.0524748,26.99,-0.89,24.141
Z2.6.C.04,2004,FEMALE,0.0,0.0,3571.2256448,55.94,-0.31,17.354
Z2.6.C.04,2004,MALE,0.0,0.0,3834.82683,52.1,-0.65,33.816
Z2.6.C.04,2005,BOTH,0.0,0.0,7552.6402396,26.47,-0.94,24.936
Z2.6.C.04,2005,FEMALE,0.0,0.0,3598.8137338,55.51,-0.3,16.865
Z2.6.C.04,2005,MALE,0.0,0.0,3953.8265058,50.53,-0.7,35.595
Z2.6.C.04,2006,BOTH,41.251,2.0,7882.4692437,29.22,0.58,24.209
Z2.6.C.04,2006,FEMALE,38.447,1.0,3767.635046,38.45,0.51,18.961
Z2.6.C.04,2006,MALE,64.931,1.0,4114.8341977,64.93,0.51,31.565
Z2.6.C.04,2007,BOTH,20.319,1.0,7995.461221,20.32,-0.21,24.627
Z2.6.C.04,2007,FEMALE,0.0,0.0,3780.7554282,52.84,-0.35,18.289
Z2.6.C.04,2007,MALE,33.149,1.0,4214.7057928,33.15,0.0,33.082
Z2.6.C.04,2008,BOTH,11.688,1.0,8095.2483053,11.69,-0.9,22.229
Z2.6.C.04,2008,FEMALE,0.0,0.0,3833.6907349,52.11,-0.3,15.812
Z2.6.C.04,2008,MALE,22.272,1.0,4261.5575704,22.27,-0.37,30.599
Z2.6.C.04,2009,BOTH,0.0,0.0,8107.7270881,24.66,-1.02,25.195
Z2.6.C.04,2009,FEMALE,0.0,0.0,3844.5343718,51.97,-0.36,18.837
Z2.6.C.04,2009,MALE,0.0,0.0,4263.1927163,46.87,-0.72,33.61
Z2.6.C.04,2010,BOTH,0.0,0.0,8092.6804919,24.7,-1.02,25.232
Z2.6.C.04,2010,FEMALE,0.0,0.0,3857.0185189,51.8,-0.34,17.428
Z2.6.C.04,2010,MALE,0.0,0.0,4235.661973,47.17,-0.75,35.286
Z2.6.C.04,2011,BOTH,28.259,2.0,7942.1629016,20.19,0.14,25.488
Z2.6.C.04,2011,FEMALE,33.224,1.0,3818.6958823,33.22,0.44,18.587
Z2.6.C.04,2011,MALE,22.914,1.0,4123.4670193,22.91,-0.49,34.139
Z2.6.C.04,2012,BOTH,0.0,0.0,8039.8007886,24.86,-0.97,24.154
Z2.6.C.04,2012,FEMALE,0.0,0.0,3887.2802715,51.4,-0.35,17.935
Z2.6.C.04,2012,MALE,0.0,0.0,4152.5205171,48.12,-0.66,31.937
Z2.6.C.04,2013,BOTH,53.542,3.0,8088.3000044,31.39,0.97,23.005
Z2.6.C.04,2013,FEMALE,100.582,3.0,3907.862353,58.84,1.43,16.695
Z2.6.C.04,2013,MALE,0.0,0.0,4180.4376514,47.8,-0.65,30.956
Z2.6.C.04,2014,BOTH,16.766,1.0,8095.4759598,16.77,-0.42,23.783
Z2.6.C.04,2014,FEMALE,0.0,0.0,3905.9605492,51.15,-0.33,17.13
Z2.6.C.04,2014,MALE,30.424,1.0,4189.5154107,30.42,-0.06,32.318
Z2.6.C.04,2015,BOTH,0.0,0.0,8118.5581281,24.62,-1.01,24.775
Z2.6.C.04,2015,FEMALE,0.0,0.0,3908.0110383,51.12,-0.35,17.915
Z2.6.C.04,2015,MALE,0.0,0.0,4210.5470898,47.45,-0.7,33.338
Z2.6.C.04,2016,BOTH,0.0,0.0,8160.1257737,24.5,-1.21,29.627
Z2.6.C.04,2016,FEMALE,0.0,0.0,3981.6541759,50.18,-0.42,21.156
Z2.6.C.04,2016,MALE,0.0,0.0,4178.4715978,47.82,-0.85,40.467
Z2.6.C.04,2017,BOTH,0.0,0.0,8241.450635,24.26,-1.21,29.394
Z2.6.C.04,2017,FEMALE,0.0,0.0,4018.8402815,49.72,-0.43,21.429
Z2.6.C.04,2017,MALE,0.0,0.0,4222.6103535,47.32,-0.84,39.596
Z2.6.C.04,2018,BOTH,54.415,4.0,8305.3425269,28.29,0.9,28.824
Z2.6.C.04,2018,FEMALE,29.398,1.0,4036.4863457,29.4,0.31,20.429
Z2.6.C.04,2018,MALE,80.002,3.0,4268.8561813,50.38,0.81,39.03
Z2.6.C.04,2019,BOTH,12.145,1.0,8930.9491443,12.14,-1.4,29.181
Z2.6.C.04,2019,FEMALE,25.2,1.0,4359.0445624,25.2,0.13,21.923
Z2.6.C.04,2019,MALE,0.0,0.0,4571.9045819,43.71,-0.87,38.16
Z2.6.C.04,2020,BOTH,51.414,3.0,9153.9479727,29.68,0.83,26.747
Z2.6.C.04,2020,FEMALE,29.89,1.0,4464.4690957,29.89,0.41,17.548
Z2.6.C.04,2020,MALE,72.994,2.0,4689.478877,51.61,0.68,37.939
Z2.6.C.05,2004,BOTH,9.398,1.0,12814.927857,9.4,-1.57,24.141
Z2.6.C.05,2004,FEMALE,0.0,0.0,6257.6849466,31.94,-0.54,17.354
Z2.6.C.05,2004,MALE,19.377,1.0,6557.2429103,19.38,-0.75,33.816
Z2.6.C.05,2005,BOTH,10.332,1.0,13074.064285,10.33,-1.41,24.936
Z2.6.C.05,2005,FEMALE,18.063,1.0,6380.9068543,18.06,0.07,16.865
Z2.6.C.05,2005,MALE,0.0,0.0,6693.1574308,29.86,-1.19,35.595
Z2.6.C.05,2006,BOTH,7.402,1.0,13342.53838,7.4,-2.27,24.209
Z2.6.C.05,2006,FEMALE,15.007,1.0,6495.5057702,15.01,-0.26,18.961
Z2.6.C.05,2006,MALE,0.0,0.0,6847.0326098,29.19,-1.08,31.565
Z2.6.C.05,2007,BOTH,44.234,5.0,13632.733732,19.85,0.99,24.627
Z2.6.C.05,2007,FEMALE,45.12,3.0,6620.8701907,26.22,1.02,18.289
Z2.6.C.05,2007,MALE,33.219,2.0,7011.8635411,23.54,0.01,33.082
Z2.6.C.05,2008,BOTH,32.893,4.0,14016.537459,16.54,0.64,22.229
Z2.6.C.05,2008,FEMALE,0.0,0.0,6802.3260106,29.38,-0.54,15.812
Z2.6.C.05,2008,MALE,71.779,4.0,7214.2114485,36.81,1.12,30.599
Z2.6.C.05,2009,BOTH,14.357,2.0,14280.904882,10.18,-1.06,25.195
Z2.6.C.05,2009,FEMALE,0.0,0.0,6936.7122203,28.82,-0.65,18.837
Z2.6.C.05,2009,MALE,27.521,2.0,7344.1926616,19.48,-0.31,33.61
Z2.6.C.05,2010,BOTH,14.985,2.0,14578.05865,10.61,-0.97,25.232
Z2.6.C.05,2010,FEMALE,14.121,1.0,7085.5077221,14.12,-0.23,17.428
Z2.6.C.05,2010,MALE,16.209,1.0,7492.5509283,16.21,-1.18,35.286
Z2.6.C.05,2011,BOTH,21.672,3.0,14662.50089,12.54,-0.3,25.488
Z2.6.C.05,2011,FEMALE,0.0,0.0,7162.6365351,27.91,-0.67,18.587
Z2.6.C.05,2011,MALE,42.71,3.0,7499.8643545,24.73,0.35,34.139
Z2.6.C.05,2012,BOTH,19.78,3.0,14682.906399,11.44,-0.38,24.154
Z2.6.C.05,2012,FEMALE,13.402,1.0,7204.4247054,13.4,-0.34,17.935
Z2.6.C.05,2012,MALE,26.768,2.0,7478.4816939,19.0,-0.27,31.937
Z2.6.C.05,2013,BOTH,13.379,2.0,14917.571897,9.46,-1.02,23.005
Z2.6.C.05,2013,FEMALE,0.0,0.0,7325.8448349,27.29,-0.61,16.695
Z2.6.C.05,2013,MALE,26.424,2.0,7591.7270618,18.69,-0.24,30.956
Z2.6.C.05,2014,BOTH,12.985,2.0,15213.501585,9.3,-1.16,23.783
Z2.6.C.05,2014,FEMALE,12.441,1.0,7487.9802401,12.44,-0.38,17.13
Z2.6.C.05,2014,MALE,10.658,1.0,7725.5213449,10.66,-2.03,32.318
Z2.6.C.05,2015,BOTH,19.816,3.0,15487.896686,11.47,-0.43,24.775
Z2.6.C.05,2015,FEMALE,0.0,0.0,7642.0319746,26.16,-0.68,17.915
Z2.6.C.05,2015,MALE,39.483,3.0,7845.8647113,22.85,0.27,33.338
Z2.6.C.05,2016,BOTH,0.0,0.0,15684.220071,12.75,-2.32,29.627
Z2.6.C.05,2016,FEMALE,0.0,0.0,7759.6561457,25.76,-0.82,21.156
Z2.6.C.05,2016,MALE,0.0,0.0,7924.563925,25.23,-1.6,40.467
Z2.6.C.05,2017,BOTH,25.117,4.0,15879.792563,12.66,-0.34,29.394
Z2.6.C.05,2017,FEMALE,36.97,3.0,7860.3578645,21.53,0.72,21.429
Z2.6.C.05,2017,MALE,10.239,1.0,8019.4346982,10.24,-2.87,39.596
Z2.6.C.05,2018,BOTH,34.774,6.0,16043.332934,14.39,0.41,28.824
Z2.6.C.05,2018,FEMALE,0.0,0.0,7972.2785862,25.07,-0.81,20.429
Z2.6.C.05,2018,MALE,73.315,6.0,8071.0543478,30.49,1.12,39.03
Z2.6.C.05,2019,BOTH,14.221,3.0,16201.953702,8.28,-1.81,29.181
Z2.6.C.05,2019,FEMALE,8.761,1.0,8056.3245231,8.76,-1.5,21.923
Z2.6.C.05,2019,MALE,19.094,2.0,8145.6291794,13.61,-1.4,38.16
Z2.6.C.05,2020,BOTH,39.903,7.0,16446.993169,15.35,0.86,26.747
Z2.6.C.05,2020,FEMALE,41.364,4.0,8200.6902991,20.94,1.14,17.548
Z2.6.C.05,2020,MALE,36.584,3.0,8246.3028698,21.61,-0.06,37.939
Z2.7.A.01,2004,BOTH,50.715,7.0,28167.111974,19.79,1.34,24.141
Z2.7.A.01,2004,FEMALE,16.024,1.0,13894.361177,16.02,-0.08,17.354
Z2.7.A.01,2004,MALE,94.012,6.0,14272.750797,41.37,1.46,33.816
Z2.7.A.01,2005,BOTH,17.587,3.0,29449.609491,10.9,-0.67,24.936
Z2.7.A.01,2005,FEMALE,7.217,1.0,14561.079468,7.22,-1.34,16.865
Z2.7.A.01,2005,MALE,30.115,2.0,14888.530023,22.74,-0.24,35.595
Z2.7.A.01,2006,BOTH,16.747,3.0,30857.411863,10.09,-0.74,24.209
Z2.7.A.01,2006,FEMALE,21.109,2.0,15237.772798,14.95,0.14,18.961
Z2.7.A.01,2006,MALE,7.4,1.0,15619.639065,7.4,-3.27,31.565
Z2.7.A.01,2007,BOTH,39.594,8.0,31559.118557,14.93,1.0,24.627
Z2.7.A.01,2007,FEMALE,26.324,3.0,15558.343476,15.89,0.51,18.289
Z2.7.A.01,2007,MALE,43.026,5.0,16000.775081,20.04,0.5,33.082
Z2.7.A.01,2008,BOTH,9.603,3.0,32606.984822,5.56,-2.27,22.229
Z2.7.A.01,2008,FEMALE,6.851,1.0,16052.768999,6.85,-1.31,15.812
Z2.7.A.01,2008,MALE,12.148,2.0,16554.215823,8.63,-2.14,30.599
Z2.7.A.01,2009,BOTH,42.089,9.0,33423.608488,14.81,1.14,25.195
Z2.7.A.01,2009,FEMALE,32.311,3.0,16516.471389,19.37,0.7,18.837
Z2.7.A.01,2009,MALE,50.055,6.0,16907.137099,21.62,0.76,33.61
Z2.7.A.01,2010,BOTH,34.006,9.0,34231.068713,11.88,0.74,25.232
Z2.7.A.01,2010,FEMALE,6.186,1.0,16961.770752,6.19,-1.82,17.428
Z2.7.A.01,2010,MALE,61.335,8.0,17269.297961,22.94,1.14,35.286
Z2.7.A.01,2011,BOTH,19.948,6.0,35099.166406,9.02,-0.61,25.488
Z2.7.A.01,2011,FEMALE,4.554,1.0,17416.916658,4.55,-3.08,18.587
Z2.7.A.01,2011,MALE,42.639,5.0,17682.249748,24.17,0.35,34.139
Z2.7.A.01,2012,BOTH,16.277,4.0,36324.545826,8.6,-0.92,24.154
Z2.7.A.01,2012,FEMALE,7.263,1.0,18023.219915,7.26,-1.47,17.935
Z2.7.A.01,2012,MALE,30.992,3.0,18301.325911,20.67,-0.05,31.937
Z2.7.A.01,2013,BOTH,23.985,7.0,37932.294279,9.72,0.1,23.005
Z2.7.A.01,2013,FEMALE,16.892,3.0,18854.935575,10.03,0.02,16.695
Z2.7.A.01,2013,MALE,34.673,4.0,19077.358704,19.69,0.19,30.956
Z2.7.A.01,2014,BOTH,30.446,9.0,39947.887257,11.02,0.6,23.783
Z2.7.A.01,2014,FEMALE,20.082,3.0,19879.048869,12.21,0.24,17.13
Z2.7.A.01,2014,MALE,42.013,6.0,20068.838388,19.53,0.5,32.318
Z2.7.A.01,2015,BOTH,34.487,12.0,41705.623677,10.26,0.95,24.775
Z2.7.A.01,2015,FEMALE,20.265,3.0,20808.790338,11.93,0.2,17.915
Z2.7.A.01,2015,MALE,48.01,9.0,20896.833339,16.5,0.89,33.338
Z2.7.A.01,2016,BOTH,42.93,15.0,43690.811289,11.68,1.14,29.627
Z2.7.A.01,2016,FEMALE,43.37,8.0,21830.232137,15.91,1.4,21.156
Z2.7.A.01,2016,MALE,40.964,7.0,21860.579152,16.11,0.03,40.467
Z2.7.A.01,2017,BOTH,27.34,11.0,45601.15047,8.5,-0.24,29.394
Z2.7.A.01,2017,FEMALE,25.496,6.0,22833.075806,10.59,0.38,21.429
Z2.7.A.01,2017,MALE,29.705,5.0,22768.074663,13.51,-0.73,39.596
Z2.7.A.01,2018,BOTH,39.393,17.0,47512.587812,10.16,1.04,28.824
Z2.7.A.01,2018,FEMALE,33.421,6.0,23799.013952,14.21,0.91,20.429
Z2.7.A.01,2018,MALE,44.197,11.0,23713.57386,13.96,0.37,39.03
Z2.7.A.01,2019,BOTH,25.967,13.0,49124.985295,7.47,-0.43,29.181
Z2.7.A.01,2019,FEMALE,14.718,4.0,24682.150097,7.42,-0.97,21.923
Z2.7.A.01,2019,MALE,38.042,9.0,24442.835198,13.52,-0.01,38.16
Z2.7.A.01,2020,BOTH,24.802,12.0,50729.677608,7.58,-0.26,26.747
Z2.7.A.01,2020,FEMALE,4.107,1.0,25535.898532,4.11,-3.27,17.548
Z2.7.A.01,2020,MALE,48.946,11.0,25193.779077,16.09,0.68,37.939
Z2.7.B.02,2004,BOTH,23.128,3.0,20656.386528,14.09,-0.07,24.141
Z2.7.B.02,2004,FEMALE,8.241,1.0,10106.086146,8.24,-1.11,17.354
Z2.7.B.02,2004,MALE,39.581,2.0,10550.300382,27.99,0.21,33.816
Z2.7.B.02,2005,BOTH,58.225,5.0,20893.246927,26.46,1.26,24.936
Z2.7.B.02,2005,FEMALE,76.245,4.0,10198.739354,38.15,1.56,16.865
Z2.7.B.02,2005,MALE,42.278,1.0,10694.507573,42.28,0.16,35.595
Z2.7.B.02,2006,BOTH,50.503,5.0,21245.073844,24.42,1.08,24.209
Z2.7.B.02,2006,FEMALE,63.535,3.0,10395.165233,37.14,1.2,18.961
Z2.7.B.02,2006,MALE,23.608,2.0,10849.908611,17.6,-0.45,31.565
Z2.7.B.02,2007,BOTH,105.529,10.0,21622.701396,34.08,2.37,24.627
Z2.7.B.02,2007,FEMALE,132.579,7.0,10573.393537,50.77,2.25,18.289
Z2.7.B.02,2007,MALE,65.339,3.0,11049.307859,38.19,0.84,33.082
Z2.7.B.02,2008,BOTH,82.04,8.0,21948.535756,29.66,2.02,22.229
Z2.7.B.02,2008,FEMALE,54.131,3.0,10698.152682,31.7,1.21,15.812
Z2.7.B.02,2008,MALE,122.36,5.0,11250.383073,56.44,1.63,30.599
Z2.7.B.02,2009,BOTH,47.115,5.0,22270.161654,21.91,1.0,25.195
Z2.7.B.02,2009,FEMALE,52.253,3.0,10834.46146,30.37,1.1,18.837
Z2.7.B.02,2009,MALE,28.537,2.0,11435.700195,20.73,-0.24,33.61
Z2.7.B.02,2010,BOTH,68.638,8.0,22681.745938,25.49,1.7,25.232
Z2.7.B.02,2010,FEMALE,0.0,0.0,11119.043364,17.98,-0.97,17.428
Z2.7.B.02,2010,MALE,170.344,8.0,11562.702574,67.05,2.01,35.286
Z2.7.B.02,2011,BOTH,51.992,7.0,22864.282672,20.57,1.29,25.488
Z2.7.B.02,2011,FEMALE,32.361,2.0,11217.974808,22.93,0.6,18.587
Z2.7.B.02,2011,MALE,70.635,5.0,11646.307864,33.69,1.08,34.139
Z2.7.B.02,2012,BOTH,32.847,4.0,23343.012297,16.97,0.51,24.154
Z2.7.B.02,2012,FEMALE,15.238,1.0,11464.903515,15.24,-0.18,17.935
Z2.7.B.02,2012,MALE,61.775,3.0,11878.108781,38.94,0.77,31.937
Z2.7.B.02,2013,BOTH,41.718,5.0,23881.835079,19.15,0.98,23.005
Z2.7.B.02,2013,FEMALE,43.146,3.0,11702.126713,25.32,1.04,16.695
Z2.7.B.02,2013,MALE,43.138,2.0,12179.708366,30.5,0.4,30.956
Z2.7.B.02,2014,BOTH,13.876,2.0,24534.169021,9.9,-1.0,23.783
Z2.7.B.02,2014,FEMALE,0.0,0.0,12007.707969,16.65,-1.03,17.13
Z2.7.B.02,2014,MALE,27.862,2.0,12526.461052,19.97,-0.22,32.318
Z2.7.B.02,2015,BOTH,36.518,7.0,24765.821806,14.61,0.8,24.775
Z2.7.B.02,2015,FEMALE,39.962,3.0,12202.45199,23.66,0.93,17.915
Z2.7.B.02,2015,MALE,31.299,4.0,12563.369816,15.65,-0.13,33.338
Z2.7.B.02,2016,BOTH,39.549,7.0,25150.633902,15.92,0.62,29.627
Z2.7.B.02,2016,FEMALE,59.323,5.0,12378.35718,27.52,1.39,21.156
Z2.7.B.02,2016,MALE,14.996,2.0,12772.276722,10.6,-2.4,40.467
Z2.7.B.02,2017,BOTH,44.822,7.0,25469.722089,17.42,0.89,29.394
Z2.7.B.02,2017,FEMALE,29.944,3.0,12532.284878,17.65,0.48,21.429
Z2.7.B.02,2017,MALE,59.479,4.0,12937.43721,31.13,0.64,39.596
Z2.7.B.02,2018,BOTH,49.419,9.0,25728.736201,16.99,1.21,28.824
Z2.7.B.02,2018,FEMALE,42.541,4.0,12689.720822,21.63,1.02,20.429
Z2.7.B.02,2018,MALE,64.745,5.0,13039.015379,31.62,0.81,39.03
Z2.7.B.02,2019,BOTH,37.384,9.0,26421.45451,12.85,0.64,29.181
